source_document_year,source_url,source_pages,source_section,source_type,provider_bytes_bundled,year,programme_code,programme_name,degree,institution_code,institution_name,vacancies,applicants,first_choice_applicants,placements,first_choice_placements,last_placed_general_contingent_grade,mean_application_grade_placed,mean_entrance_exam_grade_placed,mean_secondary_grade_placed
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7003,Escola Superior de Enfermagem do Porto,266,1872,734,269,174,172.5,172.3,171.0,173.5
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7005,Instituto Politécnico de Beja - Escola Superior de Saúde,35,317,41,36,12,148.1,149.8,144.5,152.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7010,Universidade do Minho - Escola Superior de Enfermagem,82,1005,275,82,51,174.0,175.0,174.7,175.3
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7015,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,55,499,75,56,30,154.6,148.8,135.3,156.0
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7020,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,56,534,72,56,25,149.5,153.0,144.2,157.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7030,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,65,513,98,65,36,153.4,157.7,154.8,159.2
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7035,Universidade do Algarve - Escola Superior de Saúde,37,456,115,38,25,156.0,163.6,160.0,165.5
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7040,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,103,639,49,105,23,146.6,144.5,137.6,149.1
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7045,Instituto Politécnico de Leiria - Escola Superior de Saúde,85,754,116,86,41,151.8,153.6,153.2,154.0
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7055,Instituto Politécnico de Portalegre - Escola Superior de Saúde,62,402,37,64,17,141.4,142.7,134.4,147.1
